Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,Yes,Travel_Frequently,182,Research & Development,16,1,Other,1,776,1,Male,35,2,1,Manufacturing Director,2,Divorced,13946,10791,2,Y,Yes,18,3,3,80,1,20,6,1,10,14,5,6
51,No,Non-Travel,1233,Sales,17,3,Medical,1,777,4,Female,70,3,1,Manager,2,Divorced,5991,9536,8,Y,Yes,19,4,2,80,3,2,1,1,12,3,7,6
31,Yes,Non-Travel,289,Human Resources,9,1,Human Resources,1,778,4,Female,44,3,4,Sales Representative,4,Single,2826,21639,4,Y,No,13,4,2,80,2,9,0,3,11,9,5,6
43,No,Non-Travel,899,Sales,6,3,Marketing,1,779,3,Female,32,4,4,Sales Representative,1,Divorced,11857,22432,6,Y,Yes,16,3,3,80,3,22,3,2,14,10,9,0
44,Yes,Non-Travel,1035,Sales,24,1,Other,1,780,3,Male,72,1,4,Research Director,1,Single,18513,10947,7,Y,No,15,3,1,80,2,16,2,4,2,1,3,1
26,No,Travel_Rarely,350,Sales,27,2,Medical,1,781,3,Female,76,1,1,Research Director,3,Married,19801,13769,1,Y,Yes,17,4,4,80,3,34,3,2,2,1,9,7
43,No,Travel_Frequently,390,Research & Development,20,3,Medical,1,782,1,Male,43,4,2,Research Director,2,Divorced,8798,21541,0,Y,Yes,17,3,1,80,2,24,6,4,5,11,6,8
39,No,Non-Travel,1324,Human Resources,25,1,Human Resources,1,783,2,Male,95,1,3,Research Director,1,Divorced,19791,12950,6,Y,Yes,19,3,4,80,1,1,0,1,2,5,6,9
47,No,Travel_Frequently,425,Human Resources,2,3,Human Resources,1,784,4,Male,58,3,3,Research Director,4,Married,7136,18860,5,Y,No,11,3,2,80,1,26,0,3,8,7,7,6
34,No,Travel_Frequently,936,Research & Development,9,4,Human Resources,1,785,1,Male,33,4,1,Manager,2,Married,19421,7283,5,Y,Yes,16,3,1,80,1,8,3,1,10,6,1,0
43,No,Travel_Rarely,607,Human Resources,28,2,Marketing,1,786,1,Male,55,4,1,Human Resources,3,Married,14491,11791,1,Y,Yes,15,4,2,80,0,3,1,2,7,6,5,3
53,No,Non-Travel,830,Sales,21,1,Medical,1,787,3,Female,41,2,2,Laboratory Technician,1,Single,9546,4359,2,Y,No,14,3,3,80,2,25,0,3,3,2,2,9
18,Yes,Non-Travel,171,Human Resources,29,4,Technical Degree,1,788,3,Female,31,1,4,Manager,4,Single,7903,9405,3,Y,Yes,20,4,3,80,0,31,3,3,19,11,7,7
25,No,Travel_Frequently,1370,Research & Development,6,3,Marketing,1,789,1,Male,46,2,1,Healthcare Representative,4,Married,15855,26408,2,Y,No,22,3,1,80,2,28,3,2,14,1,3,4
52,No,Non-Travel,740,Sales,3,4,Life Sciences,1,790,4,Female,64,3,5,Research Director,3,Single,18406,19645,1,Y,No,21,3,2,80,1,21,2,4,4,9,3,0
32,Yes,Travel_Frequently,1039,Research & Development,20,3,Other,1,791,4,Female,39,4,4,Manufacturing Director,1,Divorced,16949,16357,2,Y,No,24,4,1,80,0,12,1,3,6,6,1,6
39,No,Travel_Frequently,707,Sales,6,2,Human Resources,1,792,1,Female,72,3,1,Manufacturing Director,2,Married,11825,8323,5,Y,Yes,11,4,1,80,0,22,4,4,7,14,5,5
31,No,Travel_Rarely,665,Sales,7,4,Medical,1,793,2,Female,50,1,5,Healthcare Representative,4,Divorced,8287,7937,8,Y,No,14,4,4,80,3,30,3,4,6,3,5,8
43,No,Travel_Rarely,1467,Human Resources,1,2,Other,1,794,2,Female,44,2,2,Manager,3,Single,14193,19966,3,Y,Yes,20,4,3,80,2,35,2,4,7,0,0,3
45,Yes,Travel_Rarely,153,Sales,23,1,Marketing,1,795,4,Female,64,1,5,Manufacturing Director,4,Married,3405,13030,5,Y,No,21,3,1,80,3,39,4,3,3,0,7,3
40,No,Travel_Frequently,627,Research & Development,1,3,Life Sciences,1,796,3,Female,89,3,1,Research Scientist,4,Single,11670,19882,0,Y,Yes,17,3,3,80,0,30,2,1,0,3,2,7
31,No,Non-Travel,710,Human Resources,5,3,Marketing,1,797,2,Male,73,2,3,Research Scientist,1,Divorced,19578,15003,5,Y,No,14,4,4,80,0,14,2,3,4,4,0,3
41,Yes,Travel_Rarely,292,Research & Development,6,2,Marketing,1,798,2,Male,34,1,1,Laboratory Technician,1,Single,10767,12578,2,Y,No,11,3,2,80,1,13,5,1,10,4,9,2
19,No,Non-Travel,157,Sales,13,2,Technical Degree,1,799,3,Male,47,3,3,Research Scientist,2,Divorced,9923,14979,8,Y,No,20,3,1,80,3,34,1,3,3,0,0,6
43,No,Travel_Rarely,1234,Research & Development,2,1,Other,1,800,2,Female,50,1,2,Sales Executive,4,Single,3606,4209,3,Y,Yes,11,3,3,80,3,23,0,1,1,2,0,4
31,No,Travel_Rarely,228,Research & Development,15,4,Technical Degree,1,801,1,Female,80,4,2,Research Director,3,Divorced,10643,22447,6,Y,No,11,4,1,80,3,29,1,1,16,5,4,8
24,No,Travel_Frequently,805,Sales,15,3,Marketing,1,802,2,Male,70,2,4,Healthcare Representative,4,Single,10316,14060,3,Y,Yes,21,4,2,80,2,29,4,3,11,9,4,4
20,No,Travel_Rarely,951,Human Resources,13,3,Life Sciences,1,803,3,Female,53,2,4,Sales Executive,3,Married,13646,9228,5,Y,Yes,20,4,1,80,0,26,5,4,1,6,0,8
40,No,Travel_Rarely,1449,Research & Development,26,1,Medical,1,804,1,Female,53,2,3,Human Resources,4,Married,12556,11300,6,Y,Yes,15,4,1,80,3,39,1,4,8,10,4,5
35,No,Travel_Frequently,107,Sales,25,1,Medical,1,805,2,Male,67,4,3,Research Director,3,Single,12058,24050,1,Y,Yes,17,4,3,80,1,13,0,1,5,14,6,5
55,Yes,Non-Travel,128,Human Resources,14,2,Other,1,806,4,Male,73,2,2,Manufacturing Director,4,Divorced,8250,10681,9,Y,Yes,19,4,2,80,0,10,1,2,5,0,4,5
52,No,Travel_Rarely,1235,Human Resources,26,2,Human Resources,1,807,1,Male,86,4,5,Research Director,4,Single,3683,10196,5,Y,Yes,18,4,4,80,1,25,1,2,17,7,8,6
32,No,Travel_Frequently,1046,Human Resources,22,4,Human Resources,1,808,1,Female,88,2,3,Sales Representative,2,Married,13726,10267,7,Y,No,12,3,2,80,0,20,1,3,2,3,3,3
42,No,Travel_Rarely,230,Research & Development,7,1,Medical,1,809,4,Female,63,1,3,Sales Representative,1,Divorced,9663,7372,5,Y,No,19,3,2,80,1,8,3,3,14,12,8,3
54,Yes,Travel_Frequently,287,Research & Development,14,4,Marketing,1,810,4,Female,52,1,5,Sales Executive,1,Single,15083,8150,1,Y,Yes,14,4,4,80,3,0,3,3,6,8,7,8
45,No,Non-Travel,808,Research & Development,26,1,Marketing,1,811,2,Male,72,1,4,Manager,3,Single,15146,12920,3,Y,Yes,22,3,1,80,3,5,1,2,12,10,0,6
27,No,Non-Travel,1487,Human Resources,24,3,Technical Degree,1,812,2,Male,69,1,4,Manufacturing Director,4,Divorced,13253,18001,0,Y,No,20,3,3,80,1,0,0,4,9,10,3,9
56,No,Travel_Frequently,1327,Research & Development,27,1,Other,1,813,3,Female,76,4,3,Research Scientist,4,Single,17736,18856,6,Y,No,25,4,1,80,2,21,6,3,3,5,6,5
34,No,Travel_Frequently,311,Sales,29,1,Technical Degree,1,814,3,Male,70,3,4,Sales Representative,1,Married,5223,17147,7,Y,Yes,21,3,1,80,1,12,0,3,15,14,0,0
56,No,Travel_Frequently,375,Research & Development,10,3,Human Resources,1,815,1,Male,76,3,4,Human Resources,3,Married,7441,19221,9,Y,No,15,3,4,80,0,37,0,4,8,0,7,6
39,No,Non-Travel,1196,Research & Development,17,1,Medical,1,816,4,Female,49,1,4,Healthcare Representative,2,Divorced,11822,3186,1,Y,Yes,22,4,4,80,1,39,0,1,9,1,1,5
43,No,Travel_Rarely,342,Human Resources,14,4,Marketing,1,817,4,Male,94,3,2,Research Director,2,Single,9381,8461,9,Y,No,21,4,1,80,1,30,5,3,18,2,7,3
42,No,Non-Travel,1225,Research & Development,8,2,Medical,1,818,3,Male,97,3,1,Healthcare Representative,2,Single,14863,19865,4,Y,No,15,3,2,80,0,14,5,2,16,1,3,7
34,No,Travel_Frequently,1086,Sales,4,2,Life Sciences,1,819,1,Male,53,2,3,Sales Representative,4,Married,7184,13464,7,Y,No,14,4,3,80,3,1,2,2,0,9,7,6
30,No,Travel_Frequently,784,Human Resources,26,4,Medical,1,820,1,Female,65,4,3,Sales Representative,3,Divorced,18653,26083,7,Y,No,23,4,2,80,0,30,1,3,12,6,0,7
37,No,Non-Travel,270,Sales,16,3,Life Sciences,1,821,3,Female,74,1,2,Human Resources,1,Divorced,11315,16052,4,Y,No,16,3,1,80,1,25,6,2,3,11,4,8
42,No,Travel_Frequently,752,Human Resources,24,1,Technical Degree,1,822,3,Male,31,3,1,Laboratory Technician,4,Divorced,6533,9332,7,Y,Yes,11,4,1,80,0,1,6,4,14,0,8,0
21,No,Non-Travel,287,Human Resources,13,4,Technical Degree,1,823,3,Female,57,3,1,Sales Executive,4,Married,19426,18615,5,Y,Yes,12,3,3,80,1,10,1,1,9,8,6,2
27,No,Travel_Frequently,1209,Research & Development,22,2,Human Resources,1,824,2,Female,55,1,2,Research Scientist,2,Married,16560,2327,4,Y,No,14,4,2,80,3,32,2,1,19,1,2,1
20,No,Travel_Rarely,151,Sales,27,2,Medical,1,825,1,Female,52,2,5,Manager,3,Divorced,3641,24765,3,Y,Yes,14,3,1,80,1,17,0,3,8,3,3,2
58,No,Travel_Rarely,210,Human Resources,25,4,Medical,1,826,1,Male,65,1,5,Human Resources,3,Divorced,17925,7239,4,Y,Yes,18,4,1,80,1,20,4,3,7,7,9,1
35,No,Travel_Frequently,976,Research & Development,27,2,Life Sciences,1,827,1,Female,35,2,1,Laboratory Technician,2,Single,12633,19333,3,Y,No,19,3,4,80,3,30,4,1,19,10,6,5
53,No,Non-Travel,1166,Human Resources,20,4,Technical Degree,1,828,3,Male,64,3,5,Research Scientist,2,Single,5297,12078,0,Y,Yes,22,4,3,80,0,25,2,1,5,2,5,8
39,No,Travel_Rarely,310,Human Resources,18,2,Life Sciences,1,829,3,Male,67,4,5,Sales Executive,2,Divorced,19767,9038,2,Y,Yes,14,3,4,80,2,29,6,3,9,8,3,1
51,No,Non-Travel,1323,Human Resources,14,4,Technical Degree,1,830,3,Female,64,2,5,Research Scientist,4,Married,5996,10048,7,Y,No,16,4,4,80,2,38,4,2,19,6,2,3
25,No,Travel_Frequently,957,Human Resources,18,1,Life Sciences,1,831,3,Male,82,2,1,Laboratory Technician,4,Married,2014,16954,6,Y,Yes,14,3,4,80,1,20,3,3,16,14,1,4
57,No,Non-Travel,726,Human Resources,5,1,Technical Degree,1,832,4,Female,67,1,5,Sales Representative,4,Single,16895,4297,6,Y,No,14,4,1,80,1,15,1,4,4,9,9,4
36,No,Travel_Rarely,1149,Human Resources,26,1,Life Sciences,1,833,3,Female,88,3,3,Research Scientist,1,Divorced,3674,19691,2,Y,No,22,3,2,80,3,6,4,3,13,11,8,0
59,Yes,Non-Travel,398,Research & Development,9,1,Technical Degree,1,834,2,Male,72,4,1,Healthcare Representative,1,Married,7099,26773,8,Y,Yes,21,3,4,80,0,21,5,3,16,11,2,5
58,No,Non-Travel,1200,Human Resources,28,2,Other,1,835,4,Male,33,1,2,Research Scientist,3,Married,19864,14703,5,Y,No,22,4,2,80,2,6,5,3,10,2,6,4
54,No,Travel_Frequently,1023,Sales,3,3,Life Sciences,1,836,4,Female,34,1,5,Sales Representative,2,Married,9363,4779,7,Y,Yes,19,4,1,80,2,1,6,3,3,2,0,5
23,No,Travel_Frequently,236,Research & Development,8,4,Medical,1,837,3,Female,97,4,4,Research Director,2,Married,7957,15706,7,Y,Yes,24,3,4,80,3,36,6,3,16,14,7,3
43,No,Travel_Frequently,1143,Sales,20,3,Human Resources,1,838,1,Female,74,3,1,Research Director,4,Single,6210,15225,2,Y,No,14,4,1,80,3,13,3,3,1,4,0,5
51,No,Travel_Rarely,539,Human Resources,22,2,Other,1,839,3,Female,54,4,2,Research Director,1,Married,17776,9318,3,Y,Yes,23,3,4,80,2,7,1,2,0,4,1,8
23,No,Travel_Rarely,310,Sales,10,2,Other,1,840,1,Male,40,1,3,Human Resources,2,Married,19359,21720,5,Y,Yes,16,3,4,80,0,28,3,3,17,9,0,0
54,No,Travel_Frequently,851,Human Resources,22,3,Life Sciences,1,841,3,Male,58,1,2,Sales Executive,3,Divorced,4083,15531,1,Y,Yes,24,3,1,80,0,6,1,1,6,4,3,5
50,No,Travel_Frequently,534,Human Resources,19,3,Human Resources,1,842,3,Male,63,2,5,Sales Executive,2,Divorced,6158,7335,6,Y,Yes,23,3,3,80,0,37,1,3,5,11,1,0
39,No,Travel_Rarely,879,Research & Development,21,2,Medical,1,843,1,Female,43,4,4,Research Scientist,4,Single,18571,11530,1,Y,Yes,19,3,3,80,1,21,6,2,5,12,0,6
38,Yes,Travel_Rarely,1330,Research & Development,28,2,Other,1,844,1,Male,53,4,5,Manager,4,Single,4782,26791,4,Y,Yes,13,3,2,80,0,16,4,4,13,8,0,3
23,No,Travel_Rarely,538,Human Resources,3,4,Medical,1,845,1,Male,88,4,2,Sales Executive,1,Single,6100,9502,3,Y,Yes,17,4,2,80,1,15,5,1,11,8,1,5
23,No,Travel_Rarely,765,Research & Development,11,1,Technical Degree,1,846,1,Male,68,1,1,Healthcare Representative,3,Single,13701,25910,8,Y,No,17,3,1,80,1,32,2,3,13,5,5,6
21,No,Travel_Frequently,1165,Sales,11,1,Human Resources,1,847,2,Male,55,3,4,Healthcare Representative,3,Married,17525,3649,1,Y,Yes,11,3,1,80,3,38,4,3,13,10,1,4
47,Yes,Travel_Rarely,510,Research & Development,17,4,Marketing,1,848,1,Female,72,1,4,Manufacturing Director,2,Divorced,2097,15472,6,Y,No,21,3,1,80,1,34,6,1,11,10,1,8
28,Yes,Travel_Frequently,905,Research & Development,16,3,Technical Degree,1,849,3,Male,65,2,2,Healthcare Representative,3,Married,11483,4862,6,Y,No,12,3,3,80,1,37,0,3,8,6,7,7
47,No,Non-Travel,709,Sales,7,2,Human Resources,1,850,3,Male,68,1,5,Sales Executive,2,Married,5464,2917,6,Y,Yes,15,3,3,80,3,31,3,2,8,9,4,2
48,Yes,Non-Travel,526,Research & Development,4,3,Life Sciences,1,851,2,Male,90,1,2,Manager,2,Married,3787,14444,0,Y,No,18,4,4,80,0,2,6,3,1,7,7,0
41,No,Travel_Rarely,1398,Human Resources,23,1,Life Sciences,1,852,1,Male,45,1,4,Sales Representative,1,Divorced,9763,10353,7,Y,No,16,4,4,80,0,2,0,4,17,8,7,9
26,No,Non-Travel,1001,Sales,19,1,Medical,1,853,3,Female,88,2,2,Research Director,3,Single,2683,22521,1,Y,No,24,3,1,80,2,7,1,2,4,5,1,7
20,No,Non-Travel,1041,Human Resources,12,3,Other,1,854,2,Female,35,4,4,Research Scientist,4,Single,18092,25731,4,Y,Yes,24,3,1,80,2,30,6,3,11,7,6,3
48,Yes,Non-Travel,841,Sales,15,1,Marketing,1,855,3,Male,85,3,5,Sales Representative,2,Divorced,3132,7449,1,Y,No,23,3,2,80,1,8,4,4,13,1,8,6
57,No,Travel_Rarely,1492,Human Resources,11,2,Life Sciences,1,856,2,Female,37,3,1,Manager,2,Divorced,14314,24066,4,Y,No,23,4,3,80,2,4,0,1,12,9,7,3
54,Yes,Travel_Rarely,1343,Human Resources,5,4,Human Resources,1,857,2,Female,56,2,1,Human Resources,2,Single,7877,4811,6,Y,No,17,4,1,80,3,27,0,2,2,7,8,6
53,Yes,Non-Travel,1355,Research & Development,5,3,Other,1,858,4,Female,56,4,2,Research Director,3,Married,15068,5421,5,Y,No,25,3,3,80,2,14,5,3,14,14,7,0
41,No,Travel_Frequently,427,Human Resources,15,2,Other,1,859,4,Female,75,4,4,Manufacturing Director,3,Single,16633,22599,4,Y,No,25,4,1,80,2,26,6,3,14,12,3,0
48,No,Non-Travel,151,Research & Development,29,2,Human Resources,1,860,1,Male,70,2,1,Human Resources,3,Divorced,17758,11290,3,Y,No,13,3,4,80,1,30,0,1,2,10,9,1
23,No,Travel_Rarely,475,Sales,18,1,Other,1,861,4,Female,54,1,4,Sales Executive,2,Single,19425,4721,7,Y,Yes,16,3,1,80,3,39,5,1,19,1,6,4
19,No,Travel_Rarely,362,Human Resources,11,2,Life Sciences,1,862,2,Female,47,4,5,Manager,4,Single,13057,26698,7,Y,No,19,4,4,80,2,17,5,2,18,7,8,9
37,No,Travel_Rarely,366,Human Resources,26,3,Human Resources,1,863,3,Male,41,3,2,Research Director,4,Single,2854,12892,0,Y,No,13,4,2,80,0,37,1,2,14,1,8,5
45,No,Non-Travel,458,Sales,12,2,Human Resources,1,864,3,Male,80,2,4,Manufacturing Director,3,Divorced,7738,21637,9,Y,Yes,24,4,2,80,3,3,5,2,18,2,3,1
28,No,Travel_Frequently,1440,Sales,2,4,Medical,1,865,1,Male,68,3,2,Research Scientist,4,Divorced,4026,17256,1,Y,Yes,23,4,2,80,3,20,1,3,7,6,6,0
21,No,Travel_Rarely,1447,Human Resources,20,2,Marketing,1,866,4,Male,39,1,4,Research Scientist,2,Single,7365,2788,2,Y,No,23,4,1,80,1,22,5,3,12,10,5,8
32,Yes,Travel_Rarely,751,Sales,15,2,Medical,1,867,1,Female,83,2,4,Sales Executive,3,Single,4550,18640,0,Y,No,23,3,2,80,3,21,5,2,9,8,2,6
23,No,Non-Travel,145,Research & Development,20,4,Marketing,1,868,2,Male,58,3,5,Healthcare Representative,3,Married,9089,6025,2,Y,Yes,16,4,1,80,3,0,6,3,1,2,9,7
47,Yes,Travel_Frequently,699,Sales,4,2,Human Resources,1,869,4,Female,70,3,2,Manager,2,Married,18623,24340,9,Y,No,17,3,3,80,3,24,6,1,10,4,5,5
55,No,Non-Travel,819,Sales,22,2,Other,1,870,1,Female,38,1,3,Manufacturing Director,3,Single,18873,8741,7,Y,No,15,4,4,80,3,27,1,4,18,8,7,8
19,No,Travel_Rarely,1392,Human Resources,18,1,Marketing,1,871,3,Male,92,2,4,Manufacturing Director,2,Divorced,14043,5654,3,Y,Yes,20,3,3,80,3,36,0,3,8,6,1,7
32,No,Travel_Frequently,700,Research & Development,6,3,Human Resources,1,872,3,Male,66,4,4,Healthcare Representative,3,Married,3036,15580,6,Y,No,23,4,1,80,3,10,3,2,8,13,2,3
28,No,Travel_Frequently,480,Sales,23,1,Human Resources,1,873,1,Female,43,4,1,Healthcare Representative,4,Single,8122,9660,6,Y,Yes,18,4,2,80,3,21,4,3,5,1,7,4
25,No,Travel_Rarely,217,Research & Development,27,3,Medical,1,874,1,Female,68,3,2,Human Resources,3,Married,16578,5251,4,Y,No,18,3,4,80,0,24,4,1,9,4,3,1
43,Yes,Travel_Frequently,215,Research & Development,26,4,Medical,1,875,1,Male,69,1,3,Research Director,3,Married,17689,7268,0,Y,No,16,4,2,80,3,20,1,2,7,4,3,0
22,No,Travel_Frequently,359,Research & Development,19,4,Other,1,876,2,Male,83,3,5,Human Resources,3,Married,18150,13781,9,Y,Yes,17,3,3,80,1,35,0,4,14,8,1,5
23,No,Non-Travel,1198,Human Resources,11,4,Technical Degree,1,877,2,Male,32,1,3,Laboratory Technician,1,Divorced,13692,25560,3,Y,Yes,13,4,1,80,0,19,6,2,5,1,9,2
43,No,Travel_Rarely,404,Sales,28,3,Life Sciences,1,878,3,Female,84,4,5,Laboratory Technician,4,Single,14054,15489,6,Y,No,23,3,4,80,3,15,6,2,6,0,0,3
21,Yes,Travel_Rarely,106,Human Resources,24,3,Technical Degree,1,879,2,Female,62,3,3,Sales Executive,2,Divorced,3767,17131,4,Y,No,17,3,4,80,2,27,3,2,19,3,6,0
36,No,Travel_Rarely,465,Sales,2,3,Technical Degree,1,880,2,Male,48,3,3,Manager,1,Divorced,6708,9562,1,Y,No,17,4,1,80,1,28,2,3,16,3,3,5
37,No,Travel_Rarely,622,Sales,27,4,Other,1,881,4,Female,63,1,2,Manufacturing Director,4,Married,10353,17987,7,Y,Yes,14,4,1,80,0,25,6,4,3,0,5,7
50,No,Travel_Rarely,1471,Human Resources,8,3,Marketing,1,882,2,Male,79,2,1,Research Director,3,Single,3256,22810,1,Y,Yes,20,4,4,80,1,39,1,1,7,9,7,9
37,No,Travel_Frequently,1338,Research & Development,29,2,Other,1,883,4,Female,76,1,3,Research Scientist,3,Married,12143,22311,7,Y,Yes,24,4,3,80,0,1,2,3,12,6,6,3
29,No,Non-Travel,528,Research & Development,11,1,Other,1,884,2,Female,75,2,4,Research Scientist,2,Divorced,7351,16391,1,Y,Yes,23,4,3,80,2,9,4,4,13,1,6,9
18,No,Travel_Rarely,890,Sales,5,4,Human Resources,1,885,3,Male,85,4,4,Sales Representative,2,Divorced,16263,23710,4,Y,Yes,14,3,2,80,1,12,4,4,17,10,5,7
43,No,Non-Travel,846,Human Resources,18,1,Human Resources,1,886,1,Male,86,3,4,Healthcare Representative,4,Single,2749,4152,3,Y,Yes,24,4,4,80,1,14,6,3,16,14,3,9
31,Yes,Non-Travel,466,Research & Development,23,2,Human Resources,1,887,3,Male,80,3,1,Sales Executive,4,Divorced,19092,10738,0,Y,No,13,4,1,80,0,8,3,2,17,12,3,2
55,No,Travel_Frequently,412,Research & Development,18,3,Life Sciences,1,888,2,Female,83,1,3,Sales Representative,2,Divorced,8416,9888,7,Y,Yes,20,3,1,80,0,26,3,4,13,8,8,6
54,No,Travel_Rarely,637,Sales,14,1,Marketing,1,889,1,Female,57,1,5,Sales Representative,4,Single,8950,12096,9,Y,Yes,17,3,1,80,2,7,2,1,10,6,4,2
28,No,Travel_Frequently,1020,Sales,22,2,Marketing,1,890,1,Male,48,4,5,Manager,2,Married,14328,7474,2,Y,Yes,15,4,1,80,3,5,6,3,9,12,8,5
53,No,Travel_Rarely,1177,Human Resources,10,2,Human Resources,1,891,1,Female,56,4,2,Manufacturing Director,3,Single,3713,2488,3,Y,Yes,13,3,4,80,0,35,4,4,12,14,8,3
30,No,Travel_Frequently,964,Sales,3,1,Technical Degree,1,892,4,Male,77,2,1,Research Director,2,Divorced,14777,20206,3,Y,No,16,4,3,80,0,23,3,1,19,12,3,5
20,No,Non-Travel,1287,Research & Development,9,4,Life Sciences,1,893,3,Female,48,4,3,Research Scientist,1,Single,10308,26144,4,Y,Yes,22,3,2,80,0,2,3,1,15,11,1,6
50,No,Travel_Rarely,881,Research & Development,3,1,Technical Degree,1,894,4,Male,80,4,4,Research Scientist,2,Married,12673,7622,2,Y,No,16,3,3,80,2,25,4,1,13,11,1,7
23,Yes,Non-Travel,433,Research & Development,11,4,Medical,1,895,1,Female,36,4,1,Research Scientist,2,Divorced,17378,21505,8,Y,Yes,16,3,2,80,3,35,6,1,2,13,8,5
27,No,Non-Travel,897,Research & Development,12,3,Marketing,1,896,3,Female,58,4,1,Laboratory Technician,1,Married,17329,5774,3,Y,No,12,4,1,80,3,20,4,3,17,6,8,3
22,No,Travel_Frequently,447,Human Resources,12,4,Marketing,1,897,3,Female,72,2,3,Manager,1,Married,15882,8446,9,Y,Yes,23,3,1,80,2,12,0,1,5,14,2,8
40,Yes,Travel_Rarely,372,Human Resources,3,3,Technical Degree,1,898,2,Female,98,4,2,Sales Executive,1,Single,18579,21836,3,Y,Yes,21,4,4,80,3,10,5,3,19,0,4,6
27,No,Non-Travel,1062,Sales,21,1,Life Sciences,1,899,4,Male,87,2,2,Research Scientist,1,Married,6714,23865,5,Y,Yes,20,4,1,80,1,7,3,1,2,13,4,8
19,No,Travel_Frequently,819,Sales,7,3,Marketing,1,900,4,Female,37,1,2,Research Scientist,2,Single,12664,10572,7,Y,Yes,22,4,4,80,2,13,2,1,18,8,1,2
30,No,Travel_Rarely,599,Sales,14,2,Technical Degree,1,901,2,Male,71,3,4,Sales Executive,4,Single,17753,9833,6,Y,No,17,3,4,80,0,32,6,3,2,9,1,4
57,No,Travel_Rarely,1216,Human Resources,24,3,Other,1,902,4,Male,71,1,4,Laboratory Technician,1,Married,14321,12258,3,Y,No,23,4,4,80,3,1,1,2,11,8,9,0
19,No,Non-Travel,784,Research & Development,28,4,Other,1,903,1,Male,42,4,3,Sales Representative,3,Single,16630,25501,3,Y,Yes,17,3,1,80,1,0,1,4,7,14,0,7
37,No,Travel_Rarely,178,Sales,11,4,Life Sciences,1,904,1,Male,55,3,2,Sales Executive,2,Single,19658,14416,4,Y,Yes,20,3,1,80,2,10,4,4,4,1,1,0
18,No,Non-Travel,721,Research & Development,7,4,Technical Degree,1,905,4,Female,47,4,3,Sales Representative,4,Married,5709,6887,9,Y,No,22,4,3,80,2,5,5,3,16,9,6,0
54,No,Travel_Rarely,1340,Sales,25,3,Other,1,906,2,Male,71,4,2,Healthcare Representative,3,Divorced,2338,21374,4,Y,No,14,4,2,80,0,31,6,1,9,8,0,6
26,No,Travel_Frequently,1046,Sales,21,4,Life Sciences,1,907,3,Female,80,1,1,Human Resources,2,Single,8761,21831,0,Y,No,21,4,3,80,0,14,6,3,16,1,0,7
34,No,Non-Travel,457,Sales,10,4,Human Resources,1,908,4,Female,45,4,5,Research Scientist,2,Single,6275,18605,7,Y,Yes,16,4,1,80,2,11,2,1,8,12,8,2
26,No,Non-Travel,717,Sales,11,2,Life Sciences,1,909,3,Female,32,1,5,Sales Executive,3,Married,13491,17684,9,Y,No,14,4,2,80,1,36,0,3,12,1,1,1
28,No,Travel_Rarely,606,Sales,15,3,Medical,1,910,2,Female,74,4,2,Human Resources,1,Single,8762,26002,4,Y,Yes,14,3,4,80,0,28,3,4,9,12,3,6
32,Yes,Travel_Rarely,1304,Research & Development,19,2,Human Resources,1,911,3,Male,51,2,3,Research Director,1,Married,10834,24972,2,Y,Yes,16,3,2,80,2,21,0,3,7,12,2,9
41,No,Non-Travel,675,Sales,16,4,Technical Degree,1,912,2,Female,52,3,4,Manager,3,Divorced,16358,2617,2,Y,No,19,4,4,80,2,13,6,4,6,12,3,4
55,No,Travel_Rarely,1369,Research & Development,22,4,Human Resources,1,913,2,Male,88,1,2,Healthcare Representative,4,Divorced,11872,15636,3,Y,Yes,22,4,1,80,0,18,2,4,1,7,6,0
52,Yes,Travel_Frequently,343,Human Resources,21,4,Human Resources,1,914,1,Female,91,1,2,Research Director,1,Married,19553,4570,6,Y,Yes,23,4,2,80,3,4,0,4,1,2,9,1
47,No,Travel_Rarely,605,Sales,28,3,Technical Degree,1,915,1,Female,97,3,4,Research Director,2,Divorced,10173,8309,4,Y,No,25,3,4,80,1,34,4,3,3,13,1,2
48,No,Travel_Frequently,521,Research & Development,20,1,Technical Degree,1,916,2,Male,83,1,2,Healthcare Representative,2,Married,18685,21139,0,Y,Yes,17,3,3,80,3,24,1,2,8,14,1,5
22,No,Travel_Frequently,1443,Human Resources,12,4,Other,1,917,4,Female,86,3,1,Sales Representative,4,Single,13333,4790,4,Y,No,12,4,3,80,3,37,4,3,13,2,8,0
31,No,Travel_Frequently,1210,Human Resources,18,4,Medical,1,918,1,Female,52,2,4,Sales Executive,2,Divorced,19950,9826,4,Y,No,24,4,4,80,1,8,3,3,10,6,5,7
28,No,Travel_Frequently,316,Human Resources,23,4,Technical Degree,1,919,2,Female,89,4,1,Manufacturing Director,1,Single,13356,14134,5,Y,No,16,3,3,80,1,6,4,2,6,14,6,1
